age,gender,Eastern,Japan,Samurai,Funky,Nature,Western,Space,Mystery,Puzzle,Art
24,Male,3,69,3,86,78,39,81,37,30,63
27,Male,20,9,93,56,84,14,96,66,85,52
40,Male,97,78,61,79,17,69,51,93,64,76
24,Female,72,20,54,53,92,15,9,20,70,84
39,Male,74,11,40,74,46,28,65,36,50,83
32,Female,92,26,58,68,71,36,93,88,79,78
25,Female,77,10,22,43,87,19,30,65,94,84
35,Male,21,27,88,41,89,66,78,41,27,28
26,Male,83,54,78,62,84,97,99,80,11,34
15,Male,42,56,48,36,37,27,53,68,25,47
21,Female,82,61,35,51,71,60,51,45,15,90
35,Female,83,31,36,2,84,97,82,91,84,1
21,Male,1,90,49,89,89,32,100,82,17,34
18,Female,81,11,39,58,88,99,85,27,56,86
30,Male,78,13,87,49,70,24,72,63,95,93
28,Male,81,25,86,68,74,37,85,76,76,49
17,Male,71,73,69,40,62,22,62,55,25,95
40,Male,62,48,94,27,2,21,93,19,91,25
20,Female,86,55,14,5,74,3,24,71,55,84
30,Female,94,26,68,44,84,42,63,96,73,72
31,Female,39,8,84,70,88,42,32,80,84,96
39,Male,44,98,21,100,15,37,50,74,73,89
40,Female,44,50,40,81,93,91,23,83,91,83
28,Female,46,12,35,94,91,58,54,35,71,81
36,Male,3,93,83,45,7,57,67,18,48,100
28,Female,7,96,48,22,84,38,4,55,95,89
25,Male,35,30,43,71,75,46,83,86,38,64
24,Female,86,68,52,82,80,94,51,56,37,100
32,Male,57,75,90,30,74,36,79,12,81,50
29,Female,48,56,86,55,78,96,63,93,88,72
37,Female,88,91,43,99,78,66,86,87,72,21
21,Female,87,99,66,33,70,27,88,48,90,84
19,Female,94,49,85,53,87,47,72,9,100,78
30,Female,32,26,29,65,73,8,25,76,70,77
16,Male,51,91,71,85,98,75,93,63,45,25
30,Female,77,98,74,87,70,67,32,71,71,96
28,Female,79,61,46,93,80,93,98,28,73,99
23,Female,87,82,81,95,72,2,81,68,99,90
21,Female,80,36,43,19,88,19,84,80,53,71
20,Male,71,14,55,24,95,66,72,87,88,66
18,Female,70,18,78,22,97,7,65,21,69,87
26,Female,36,79,73,29,99,29,97,79,78,74
37,Male,91,70,66,36,26,19,36,78,81,64
16,Female,68,36,52,71,83,84,41,68,89,89
37,Male,25,52,54,74,13,13,87,25,100,48
21,Female,87,25,68,100,95,64,7,47,65,95
26,Female,30,26,20,70,86,63,63,47,79,87
17,Female,33,31,88,57,89,74,12,8,62,83
26,Female,97,75,99,67,75,51,34,84,96,81
31,Male,69,85,74,73,98,15,72,31,10,39
28,Female,5,18,90,92,95,27,6,46,96,80
27,Female,50,8,28,49,77,78,67,87,89,75
28,Female,55,21,52,35,100,93,75,1,91,87
38,Male,4,95,50,67,94,86,53,98,50,15
31,Male,67,56,87,54,92,92,92,46,5,67
38,Female,76,79,33,88,74,42,57,78,82,58
34,Male,12,10,73,76,97,86,90,92,63,16
16,Female,97,88,8,34,80,100,62,24,18,89
15,Male,1,41,87,23,68,62,77,91,77,59
21,Male,80,54,53,43,97,66,70,22,43,59
21,Female,90,77,37,96,99,22,48,80,18,83
19,Male,18,74,55,38,63,61,6,45,36,71
32,Male,49,67,73,22,88,100,94,97,93,75
37,Female,92,44,83,12,88,97,33,94,98,16
40,Male,57,57,26,73,59,77,41,79,86,38
28,Female,21,84,20,51,100,61,52,17,89,97
30,Female,26,49,53,59,87,61,7,74,70,79
31,Male,97,37,90,47,71,7,80,46,88,53
21,Female,71,46,40,29,86,96,70,19,49,91
17,Male,44,45,4,54,89,46,75,90,22,85
38,Male,43,50,14,80,44,42,84,16,21,82
26,Female,56,63,29,96,85,90,25,29,73,83
30,Male,52,32,95,30,92,62,80,55,53,57
35,Female,83,84,74,9,71,44,49,77,89,38
40,Female,62,43,84,76,83,76,100,80,71,66
28,Male,58,45,92,91,74,1,86,58,21,95
28,Female,5,35,64,96,98,22,90,27,73,82
20,Female,96,69,36,13,93,88,6,39,7,96
17,Male,54,25,31,77,59,82,1,53,16,70
38,Male,22,97,91,59,66,18,2,56,86,34
25,Male,24,41,33,25,79,50,80,6,80,24
15,Female,5,20,37,27,81,65,92,98,14,97
33,Male,64,3,80,41,95,54,74,52,88,18
19,Female,97,97,33,93,87,35,48,18,17,89
25,Female,83,100,94,30,94,36,7,7,73,84
34,Female,78,92,38,67,70,72,81,84,73,27
20,Female,71,67,1,73,91,58,26,51,66,76
21,Female,93,17,83,70,75,77,68,19,99,92
35,Female,23,80,19,73,87,50,15,84,75,34
24,Male,3,14,99,94,94,53,80,82,13,28
38,Male,8,60,17,27,7,33,32,3,43,96
31,Male,24,4,84,27,74,99,82,9,65,36
30,Male,89,62,75,44,92,2,83,67,74,82
28,Female,87,76,63,63,80,33,34,50,92,75
18,Male,11,89,79,2,54,76,16,86,56,90
35,Male,43,58,95,98,79,34,97,95,67,80
15,Female,84,51,96,61,92,97,28,94,28,71
31,Female,9,91,4,37,70,59,63,73,73,92
26,Male,21,32,81,76,74,7,94,53,86,22
17,Male,12,67,88,7,92,50,55,10,7,14
40,Female,8,69,66,9,72,9,51,92,91,55
37,Male,77,74,77,100,44,54,76,78,19,71
25,Male,2,97,7,46,83,73,81,74,53,71
39,Male,94,33,96,98,71,72,36,85,4,12
34,Male,76,10,97,30,81,45,75,22,49,68
31,Male,100,34,80,69,84,46,83,26,45,94
22,Female,91,53,41,70,83,40,66,43,5,73
28,Male,58,84,77,27,71,98,71,24,72,91
40,Male,93,51,49,95,24,10,9,61,21,82
36,Female,17,16,75,54,73,1,11,85,96,74
36,Male,34,26,10,23,17,39,29,38,48,84
40,Male,100,36,31,34,98,17,52,45,28,99
28,Female,30,19,87,75,74,34,69,81,95,77
34,Female,35,70,10,16,72,3,23,84,78,97
26,Male,72,47,92,31,96,93,99,78,51,84
19,Male,2,79,39,32,9,65,56,66,34,24
32,Female,83,58,92,34,72,42,10,76,82,29
22,Male,1,75,20,86,94,73,82,72,16,24
21,Male,98,72,7,4,70,91,76,3,95,52
35,Male,60,94,89,18,99,98,78,31,95,4
39,Male,68,99,23,89,43,14,32,67,92,4
16,Male,96,57,54,22,94,71,33,88,98,58
18,Female,86,52,10,39,98,53,56,78,76,88
15,Female,97,35,9,65,77,58,47,26,88,78
36,Female,98,6,29,72,89,86,38,80,98,63
24,Male,67,13,38,40,83,3,90,24,2,26
29,Male,11,49,93,82,90,64,80,20,68,56
27,Female,33,15,20,6,86,65,49,30,75,83
31,Female,62,56,23,54,83,76,55,89,89,46
21,Male,81,3,77,79,89,72,93,72,13,13
33,Male,69,91,98,28,73,62,75,72,43,89
31,Female,88,40,37,30,90,4,78,99,84,73
28,Female,98,2,82,81,82,19,73,64,71,80
39,Female,6,89,78,76,81,35,47,97,76,45
19,Male,10,32,6,10,26,37,23,15,36,17
27,Female,77,59,53,39,83,71,71,94,94,92
19,Female,88,35,21,13,82,91,26,73,89,86
24,Male,12,65,96,95,82,8,72,98,77,30
18,Female,100,41,20,39,93,17,40,73,71,84
35,Female,48,61,45,48,81,33,37,70,99,85
24,Male,29,43,7,48,100,88,71,80,78,25
20,Female,96,65,42,23,97,85,100,79,66,79
37,Female,56,28,83,72,93,35,17,83,99,48
17,Male,41,12,39,86,95,63,98,6,75,20
17,Female,59,41,77,46,78,42,50,6,19,77
32,Male,23,5,89,34,100,34,70,62,93,7
26,Male,89,33,82,58,71,45,99,19,78,14
32,Female,51,15,87,93,72,11,48,78,95,38
32,Male,41,11,95,59,80,75,73,45,66,95
34,Female,97,89,87,58,100,24,69,74,84,78
37,Female,15,54,82,48,94,61,68,94,83,26
28,Male,50,61,94,35,73,56,99,19,31,24
25,Female,91,74,28,97,95,7,75,12,96,94
17,Male,21,95,28,90,20,93,68,59,59,78
28,Male,57,82,71,38,85,31,75,53,31,84
30,Female,31,90,49,41,86,5,16,89,81,76
32,Female,81,14,54,13,92,52,79,72,83,10
25,Male,40,65,50,66,83,88,79,58,55,44
19,Female,97,67,30,64,75,23,44,42,57,82
38,Female,26,30,1,72,89,47,71,73,85,33
28,Male,13,51,95,61,89,5,83,19,14,33
39,Male,26,26,79,37,8,100,82,68,56,5
20,Female,99,16,27,12,98,66,70,53,3,96
28,Female,75,23,30,22,88,74,31,26,100,75
36,Male,40,47,54,14,57,52,90,26,26,31
17,Female,68,38,35,95,84,3,49,57,74,81
19,Male,3,97,68,17,19,69,62,81,100,22
25,Male,70,98,18,3,85,57,71,95,43,90
22,Male,19,35,52,36,85,8,78,42,68,46
17,Female,29,79,69,30,77,75,67,68,5,74
34,Female,76,90,93,84,84,15,78,76,71,15
32,Male,39,57,100,30,97,77,87,59,27,94
32,Female,74,66,28,52,79,5,70,94,100,41
26,Female,23,12,97,60,73,27,1,40,80,96
17,Female,11,16,59,75,77,26,47,28,98,92
37,Male,48,90,76,31,50,91,82,14,86,94
26,Female,100,75,91,48,72,43,55,42,79,96
21,Male,1,3,58,21,88,20,72,41,22,7
39,Female,100,40,43,75,76,87,50,96,87,8
29,Female,28,60,47,5,94,57,46,66,91,70
33,Male,12,22,80,93,89,66,84,25,60,40
36,Female,61,33,76,87,100,84,28,80,84,5
16,Female,84,55,25,22,80,66,84,78,47,75
30,Male,61,23,91,8,78,89,71,91,89,76
40,Female,31,25,11,87,75,11,46,98,94,61
24,Female,98,51,34,17,71,81,18,58,61,88
34,Female,9,68,81,89,92,85,58,97,89,84
18,Male,37,7,48,30,29,94,93,44,41,1
23,Male,39,39,4,62,98,13,97,41,70,92
26,Female,92,64,92,28,71,76,9,6,94,81
20,Male,58,96,16,90,84,11,97,15,57,34
39,Male,73,9,45,60,65,82,84,91,10,75
37,Female,53,80,81,94,85,95,60,89,89,20
34,Male,71,91,89,98,78,75,74,17,40,79
32,Male,28,22,74,2,96,60,87,7,36,3
16,Female,20,15,27,84,79,51,52,21,100,90
38,Female,2,38,100,51,76,90,99,98,77,61
40,Male,75,84,27,66,74,6,45,94,95,83
32,Female,68,17,15,71,74,33,70,76,78,79
20,Male,33,82,88,7,90,64,99,69,46,55
18,Female,72,57,72,18,80,10,35,40,57,97
20,Male,9,52,75,30,90,30,86,91,97,46
32,Female,74,38,50,86,99,24,15,74,98,58
33,Female,67,90,30,47,78,24,78,76,80,13
37,Female,71,57,70,74,91,72,97,74,90,69
33,Female,35,28,80,80,90,19,34,97,99,26
26,Male,39,39,92,68,93,33,74,23,5,85
29,Female,90,33,82,59,88,16,43,12,88,99
37,Male,27,23,59,56,2,94,75,27,62,20
18,Female,99,56,52,20,81,89,5,86,65,96
29,Female,53,100,24,59,85,42,79,37,89,71
25,Male,49,4,67,14,76,32,97,48,23,47
29,Male,34,83,89,98,84,50,77,9,39,64
21,Female,82,52,8,62,96,43,70,28,84,92
19,Female,81,15,32,69,72,10,54,61,79,96
34,Male,41,47,79,52,91,78,93,55,77,27
27,Female,49,99,80,19,84,1,56,63,96,78
27,Male,33,76,78,19,82,87,75,44,50,6
20,Female,83,17,20,58,100,31,75,66,38,71
29,Male,52,3,91,4,93,42,71,96,46,1
39,Male,61,42,77,17,17,49,95,54,55,87
31,Male,86,47,74,100,87,100,73,91,87,97
33,Male,5,83,80,73,97,100,93,70,37,12
20,Female,81,40,87,65,84,17,79,19,29,82
26,Male,65,14,73,46,86,58,92,19,89,79
18,Female,80,49,59,95,79,98,70,2,6,81
16,Female,93,100,25,11,93,78,69,80,26,88
40,Male,69,90,74,79,59,75,99,47,6,95
29,Male,68,94,96,21,76,54,86,74,79,90
17,Male,60,8,93,63,51,1,45,7,24,67
20,Female,78,92,92,46,89,14,38,40,78,74
29,Male,2,81,86,12,77,4,77,19,89,44
39,Female,30,21,93,30,90,68,49,84,93,56
26,Male,29,56,82,4,86,34,90,79,71,65
20,Male,5,23,28,100,100,100,79,65,65,44
34,Male,39,22,85,84,81,4,70,45,48,53
19,Female,91,76,29,86,91,5,94,78,44,78
36,Female,50,68,72,38,99,86,61,71,95,6
22,Male,59,5,50,9,81,2,72,96,71,54
35,Male,9,66,73,17,92,22,90,26,29,61
26,Female,81,10,33,54,85,18,35,12,76,77
38,Male,8,31,61,62,53,44,48,44,61,82
36,Female,2,95,13,23,84,14,7,75,76,16
32,Female,6,2,60,58,83,81,98,98,83,20
19,Male,78,81,59,39,55,36,50,26,87,60
26,Female,41,21,71,3,100,41,60,16,84,76
20,Male,74,72,93,88,92,62,86,36,17,19
16,Male,53,24,87,99,58,83,31,25,5,39
19,Female,72,12,48,61,90,28,46,64,36,70
23,Female,85,63,36,79,90,4,80,9,21,73
39,Male,22,64,29,96,64,65,10,38,33,1
35,Male,90,43,85,74,75,39,98,57,63,77
40,Male,100,3,86,13,99,60,24,3,57,55
17,Female,15,4,96,18,71,20,11,20,46,94
40,Male,8,81,12,50,69,62,76,20,40,40
29,Female,56,25,37,27,75,63,36,12,87,88
28,Female,34,38,66,37,74,71,100,6,78,76
18,Female,100,95,99,34,90,22,62,1,100,77
16,Male,8,85,23,46,19,55,79,45,51,12
35,Female,14,54,1,79,83,81,49,91,82,7
19,Female,91,94,81,50,88,68,100,44,18,72
25,Female,87,75,70,45,80,18,52,69,97,83
23,Male,73,61,60,92,76,89,93,7,69,48
21,Female,81,39,14,24,100,33,89,6,24,71
37,Female,54,29,49,46,89,26,1,88,76,70
23,Male,89,74,31,11,78,96,74,42,57,73
25,Female,76,18,13,50,72,74,49,69,99,86
40,Female,85,35,98,47,80,25,37,98,80,5
40,Female,62,2,63,21,85,94,42,99,85,85
22,Female,75,89,90,2,95,40,80,16,13,71
30,Male,14,5,79,46,75,60,97,77,37,57
24,Male,64,19,5,12,86,42,79,28,92,51
23,Male,15,10,100,63,96,22,77,29,75,55
36,Male,93,3,65,13,27,40,15,100,14,82
39,Female,48,47,70,86,86,21,91,87,91,47
23,Male,59,50,61,63,70,18,87,33,11,93
28,Male,10,80,81,73,95,82,91,85,66,4
23,Male,59,10,70,85,93,61,88,73,83,30
33,Male,12,86,92,60,95,98,76,61,5,54
17,Male,8,57,24,16,31,48,25,79,72,23
21,Male,4,68,67,28,72,34,95,94,43,33
17,Male,58,7,67,87,69,26,76,6,29,91
22,Female,98,31,14,95,87,20,72,88,82,97
37,Female,56,45,12,33,99,65,54,88,78,32
24,Male,72,24,81,60,73,23,77,64,12,11
16,Male,27,4,15,63,43,2,17,21,53,65
35,Male,14,66,86,84,95,40,75,3,27,49
29,Female,28,79,91,8,77,34,69,85,80,96
31,Female,57,5,50,38,78,54,59,71,77,35
16,Male,100,99,22,85,33,18,46,69,7,8
30,Male,42,28,71,67,94,69,89,87,13,23
20,Male,10,71,62,18,97,2,72,23,40,88
18,Male,19,81,21,1,10,68,69,21,56,39
22,Female,84,25,82,5,85,5,82,73,16,88
32,Female,63,2,9,9,78,21,8,85,71,74
30,Female,83,46,48,46,75,46,60,73,96,90
39,Female,35,48,99,94,83,76,31,84,83,5
19,Male,85,2,30,61,23,25,59,54,92,86
18,Female,78,74,62,72,85,88,99,65,13,74
34,Male,41,2,100,33,72,38,82,56,30,49
35,Male,94,46,70,87,97,13,84,7,30,81
18,Male,73,20,20,85,24,85,70,74,53,89
25,Female,84,18,93,16,80,62,54,25,79,76
24,Male,63,25,84,89,80,8,92,44,45,73
36,Male,55,70,31,13,34,13,68,77,59,13
37,Female,2,5,56,15,87,84,51,85,90,7
18,Male,24,81,38,79,49,36,29,100,6,94
40,Female,79,99,62,30,87,62,21,77,72,85
32,Male,47,35,77,62,79,88,97,93,81,14
26,Female,76,55,94,61,94,53,43,82,83,72
30,Male,66,31,100,57,93,78,97,69,70,30
25,Female,73,48,94,45,81,5,87,72,91,91
20,Male,79,47,83,55,77,83,74,28,73,63
34,Male,83,40,70,44,82,98,73,60,97,23
18,Male,40,19,15,13,90,60,60,33,29,78
23,Male,3,5,44,9,72,79,90,77,77,15
18,Female,79,76,56,49,87,39,35,91,62,74
40,Male,53,16,97,40,34,15,49,11,75,100
30,Female,81,49,24,27,98,20,84,100,73,76
19,Male,83,42,55,41,59,19,38,9,92,97
33,Female,51,76,45,54,88,74,5,76,80,19
36,Female,12,70,84,84,87,80,36,100,99,40
32,Female,58,58,22,5,70,25,20,88,71,53
39,Male,59,11,17,36,96,73,97,27,11,34
39,Male,56,31,56,75,13,54,7,69,56,20
24,Female,88,66,51,97,79,60,20,71,37,80
39,Male,73,7,11,15,22,25,37,66,27,68
40,Male,76,49,68,98,92,94,20,8,20,91
17,Male,58,98,55,31,37,89,40,70,79,74
30,Male,71,21,88,69,79,59,92,100,14,14
36,Male,61,3,15,74,1,54,78,56,29,43
25,Female,97,9,28,81,76,27,40,76,81,99
36,Female,47,57,29,28,72,35,7,98,85,14
23,Female,84,54,39,85,77,19,1,88,46,91
15,Male,22,6,85,27,15,33,8,95,39,33
40,Female,4,84,62,26,86,53,82,74,97,48
39,Male,100,91,93,71,95,25,62,17,47,36
27,Female,27,99,70,87,77,75,61,55,95,77
18,Male,79,5,19,64,62,8,79,98,99,37
29,Male,30,16,76,23,74,94,94,2,94,85
23,Male,33,28,30,89,97,1,82,40,27,100
23,Female,74,97,97,20,98,53,29,100,94,95
28,Female,60,100,50,99,90,46,79,22,88,96
19,Female,80,38,22,62,94,42,46,55,14,92
16,Male,55,92,47,5,33,96,58,76,8,99
20,Female,99,89,99,85,70,67,95,10,27,79
19,Male,78,92,40,23,63,30,20,40,57,100
22,Female,79,85,65,96,95,63,20,55,38,80
28,Male,93,34,77,63,85,61,72,85,51,36
34,Female,15,30,13,5,98,73,97,94,81,47
25,Female,83,85,93,99,98,88,61,78,74,86
30,Male,6,93,89,60,91,32,93,77,17,86
18,Female,72,88,57,46,93,74,67,27,58,85
16,Female,35,59,19,24,81,33,94,55,37,79
19,Female,94,62,32,12,88,3,32,91,66,93
23,Female,93,44,3,93,100,12,24,29,97,92
22,Male,91,67,8,97,76,98,82,51,73,43
36,Female,74,9,94,65,71,4,92,84,96,93
17,Female,51,17,57,95,73,38,39,96,52,75
40,Male,63,83,94,55,71,6,3,56,61,2
21,Male,68,44,47,42,89,4,82,66,34,78
16,Female,86,91,75,19,93,92,85,93,97,91
35,Female,10,15,88,14,82,14,36,92,90,79
20,Male,10,38,76,61,95,32,76,33,90,47
23,Female,83,73,88,3,92,55,72,41,63,78
28,Female,2,89,47,7,100,34,44,38,90,82
15,Male,77,6,13,78,46,40,19,12,25,23
28,Male,3,26,77,46,80,69,91,7,44,33
37,Female,70,64,95,30,80,95,15,80,100,7
39,Male,97,54,12,45,41,57,36,84,35,82
16,Female,48,83,40,19,77,58,46,89,43,78
26,Female,96,22,69,15,90,23,66,60,97,77
30,Male,64,82,98,99,83,34,72,34,72,61
36,Female,53,15,68,77,100,54,61,96,91,88
15,Female,35,9,12,81,82,70,46,83,39,70
21,Male,5,9,33,3,90,77,97,100,47,54
17,Male,97,11,87,2,4,86,35,16,30,78
33,Male,65,20,83,44,92,92,80,2,34,94
39,Female,92,88,90,58,98,25,3,86,95,92
39,Female,37,57,15,5,87,73,32,91,84,98
35,Male,19,97,96,82,75,50,92,84,82,1
34,Female,12,80,95,66,87,16,10,89,91,67
31,Male,4,6,87,66,75,93,84,41,74,39
35,Male,64,90,98,8,97,10,70,88,14,81
29,Male,7,56,87,79,82,9,95,93,47,91
16,Male,64,100,11,4,9,78,51,12,1,5
22,Male,57,1,62,100,87,35,85,65,16,51
24,Female,71,85,95,74,74,94,2,49,74,71
32,Male,81,15,73,26,97,64,72,95,60,4
27,Male,29,39,90,97,70,35,95,100,29,11
18,Male,41,5,19,57,37,95,77,61,15,39
29,Female,78,38,100,84,74,64,84,51,94,99
26,Female,13,62,6,41,84,94,93,61,100,100
34,Female,59,69,2,18,83,24,12,92,89,97
20,Female,95,76,80,42,89,31,55,11,67,93
30,Female,20,54,41,17,72,9,34,81,94,96
27,Female,46,79,99,23,89,100,29,26,71,89
23,Female,90,8,61,42,79,50,35,40,78,90
30,Male,96,35,79,80,73,39,86,96,36,54
28,Female,67,2,33,92,100,82,14,67,72,83
37,Female,61,35,47,25,89,37,33,71,70,67
29,Female,19,40,28,100,82,58,28,20,87,92
40,Male,99,89,44,62,31,54,46,3,80,39
40,Male,3,14,98,18,34,39,37,10,81,65
19,Female,78,51,52,38,90,23,22,88,62,74
37,Male,30,31,95,37,59,40,30,91,10,85
34,Female,55,68,38,71,79,37,63,91,74,17
17,Female,47,92,7,35,100,38,24,77,35,99
33,Male,77,61,74,39,73,1,72,26,17,60
35,Male,76,78,73,71,96,28,77,64,48,51
15,Male,28,50,48,86,56,20,77,68,73,60
28,Male,52,91,80,25,96,93,84,50,23,58
28,Male,30,27,91,97,88,93,80,62,3,57
31,Male,31,49,88,77,80,65,88,11,49,90
29,Male,65,62,70,26,70,21,98,78,7,80
26,Male,77,52,78,28,72,41,76,25,23,13
36,Female,23,45,6,73,80,24,48,70,87,3
28,Male,67,62,73,62,86,45,95,37,70,72
21,Male,32,97,47,61,100,84,84,66,28,23
17,Male,56,67,50,22,16,58,97,29,65,81
31,Male,57,80,84,37,77,43,97,88,74,55
35,Female,47,81,83,37,98,44,95,90,82,52
33,Male,100,67,83,52,83,47,96,9,8,35
15,Male,26,28,82,74,92,18,97,100,80,99
35,Male,72,3,75,42,72,94,98,24,55,95
32,Male,73,28,94,27,70,47,80,90,17,37
28,Male,21,64,74,96,87,43,84,80,96,49
27,Female,67,64,31,50,96,52,97,60,87,81
22,Male,33,99,8,98,76,63,76,27,30,53
15,Female,60,95,98,11,79,41,14,92,17,85
37,Female,77,70,64,9,78,13,37,97,79,53
35,Female,8,71,8,31,74,33,27,94,97,4
22,Female,81,72,68,64,83,76,90,67,5,96
20,Male,71,2,86,45,94,12,89,53,71,92
30,Female,86,1,3,12,72,38,57,93,96,85
32,Male,41,92,84,37,82,98,83,65,61,43
29,Female,60,11,91,90,70,71,59,84,100,77
34,Female,51,8,43,72,71,16,11,98,78,54
16,Male,64,53,20,80,7,42,61,71,53,91
22,Female,94,61,16,18,90,53,66,7,52,99
23,Female,77,74,43,90,95,46,5,87,57,96
26,Female,20,98,17,22,98,63,36,28,98,98
18,Male,19,49,32,62,54,35,31,68,50,15
19,Female,86,50,83,59,95,54,8,2,24,90
19,Female,74,97,8,88,74,23,35,15,52,91
25,Female,81,31,30,1,77,9,50,89,73,70
16,Female,87,11,17,32,100,97,77,50,97,71
26,Female,70,2,85,76,81,15,23,50,99,96
33,Male,94,25,73,65,96,64,75,6,53,55
40,Female,63,69,50,69,93,3,32,84,100,7
27,Male,75,68,90,38,74,37,75,79,98,2
40,Female,14,69,30,59,84,25,66,75,85,64
29,Female,61,53,41,52,91,64,19,10,78,87
24,Female,70,33,23,7,81,98,78,81,21,96
30,Female,16,53,77,30,81,75,45,90,71,91
37,Male,84,44,89,9,39,49,71,28,77,81
32,Female,81,89,31,53,70,33,64,92,81,28
38,Male,58,7,60,39,65,43,84,64,11,33
18,Female,81,88,13,42,90,98,77,36,26,78
33,Male,5,53,73,46,79,79,96,44,44,96
19,Female,80,85,53,29,92,95,17,98,16,81
30,Female,40,68,22,38,81,94,69,82,97,72
30,Female,74,93,46,37,77,53,35,92,71,83
19,Female,94,14,3,58,91,87,17,15,1,99
36,Male,99,57,37,37,50,86,50,20,79,82
23,Male,78,55,9,80,82,31,78,45,43,22
18,Male,98,92,84,69,56,35,97,4,23,56
29,Female,51,67,4,72,88,53,61,20,80,84
21,Female,70,65,64,85,79,71,6,50,83,79
35,Female,68,14,70,85,84,19,35,83,73,75
21,Male,85,50,50,2,99,100,93,44,5,52
27,Male,82,92,78,38,81,86,100,92,23,28
22,Male,67,18,97,38,72,72,100,82,3,32
22,Female,82,54,19,99,71,58,32,100,41,100
23,Male,15,63,3,27,96,90,85,93,47,51
38,Male,23,95,8,40,23,42,59,49,22,89
21,Male,71,82,14,93,94,48,77,50,76,28
39,Female,54,85,96,76,76,72,56,79,93,75
35,Male,37,98,85,30,84,11,89,35,67,74
19,Female,85,27,44,73,90,82,71,8,70,70
32,Male,18,64,74,43,80,93,70,12,46,5
20,Male,33,79,64,42,74,96,96,79,99,82
25,Male,24,68,72,17,70,52,92,53,77,13
20,Male,40,6,96,43,93,81,87,97,78,89
21,Male,41,79,40,55,75,13,92,47,85,90
23,Male,31,67,30,32,93,68,77,49,53,83
28,Male,85,48,91,1,83,10,100,32,42,4
40,Female,66,53,82,52,81,91,17,70,94,67
25,Female,98,6,36,86,93,19,20,60,95,93
20,Female,100,6,28,49,100,96,52,67,87,73
34,Male,62,87,96,66,95,72,73,88,46,26
24,Female,99,72,19,63,98,74,91,97,22,75
24,Male,25,91,28,1,86,45,91,36,92,88
30,Male,48,87,97,33,97,97,98,35,20,93
38,Female,84,93,47,11,78,18,51,98,100,85
36,Female,77,22,18,28,85,90,42,77,88,38
19,Male,53,30,16,92,45,79,7,43,16,98
36,Female,76,8,15,85,93,91,18,93,70,79
18,Female,98,53,63,89,76,22,95,89,66,75
34,Male,89,59,91,48,92,87,87,35,8,12
35,Female,94,69,67,93,91,37,83,93,86,62
23,Female,80,36,49,95,82,96,63,86,46,94
31,Female,55,68,99,34,80,21,39,82,92,65
29,Female,1,59,99,34,90,97,72,18,94,93
19,Female,84,23,83,72,80,30,29,56,7,87
20,Female,73,29,22,67,77,85,89,83,76,85
19,Female,73,11,49,35,93,70,66,40,63,94
25,Female,71,11,21,30,74,95,35,59,97,91
19,Female,94,2,85,10,95,64,100,7,2,84
33,Male,2,47,92,83,92,94,80,34,28,73
33,Male,96,63,78,80,84,65,92,39,25,33
25,Male,34,95,47,23,91,83,85,43,24,28
16,Male,11,17,67,83,8,9,26,71,13,54
17,Male,35,86,1,38,50,68,79,58,79,22
38,Male,92,49,79,32,44,83,67,55,1,71
19,Female,93,85,15,82,77,71,58,51,26,83
26,Male,60,28,75,21,83,11,93,90,15,98
22,Male,66,97,84,34,86,80,71,53,65,69
31,Male,20,27,89,63,90,48,76,5,44,51
15,Female,36,98,97,1,74,100,58,52,87,84
34,Female,19,49,29,64,81,22,48,89,77,76
34,Female,99,90,95,9,89,32,9,80,97,47
33,Female,16,54,73,61,82,93,10,97,85,8
35,Female,78,68,18,32,98,9,47,100,91,21
17,Female,100,29,15,59,81,41,4,94,65,88
34,Female,18,95,54,70,96,2,15,94,87,4
16,Female,62,14,82,83,92,88,29,8,64,99
36,Female,4,93,78,20,81,52,1,82,76,25
32,Male,52,76,87,95,73,29,80,65,21,99
40,Female,85,2,8,35,76,79,21,87,93,2
36,Female,58,57,33,37,75,10,81,73,80,60
39,Female,59,48,11,27,92,100,86,79,90,36
33,Male,66,90,73,72,70,62,96,26,79,31
15,Male,67,28,43,16,31,8,93,86,31,58
29,Male,66,81,100,85,73,56,100,8,80,19
27,Female,65,9,96,43,73,21,85,10,96,89
39,Male,52,5,74,30,7,56,14,100,69,7
24,Male,68,98,80,1,75,18,97,6,71,80
18,Male,84,80,81,35,59,58,42,70,34,72
16,Female,72,100,37,29,100,39,69,72,47,91
29,Male,31,62,78,1,86,42,89,32,25,8
32,Female,53,61,54,95,95,28,59,71,94,94
20,Male,6,75,90,86,70,22,99,54,22,77
25,Male,47,62,60,8,73,59,80,32,77,88
19,Male,5,74,23,23,94,76,32,39,73,92
34,Male,38,92,98,35,71,38,78,9,25,87
35,Female,12,14,29,26,99,93,53,94,92,74
16,Female,8,35,20,35,80,39,84,54,64,99
28,Female,41,30,62,24,93,24,1,91,97,70
24,Female,83,84,55,92,96,82,57,16,32,80
27,Male,96,57,88,12,91,46,75,96,10,99
15,Male,39,94,76,65,84,34,7,19,58,32
25,Male,48,48,43,93,96,50,82,32,95,88
40,Female,39,57,44,19,87,83,33,79,93,21
17,Male,91,72,4,70,43,96,36,18,49,72
26,Male,50,90,98,22,77,72,88,17,10,48
33,Female,7,85,38,61,81,72,99,72,87,66
22,Female,100,78,4,86,83,35,12,83,4,75
